StartOfMonth,Address_State,Scam___Contact_Mode,Complainant_Age,Complainant_Gender,Category_Level_3,Amount_lost,Number_of_reports
2025-07-01,Tasmania,Online,65 and over,Male,Buying and selling scams,$538.00,1
2025-08-01,Tasmania,Online,65 and over,Male,Buying and selling scams,$609.84,1
2025-08-01,Tasmania,Online,45 - 54,Male,Buying and selling scams,$70.00,1
2025-03-01,Tasmania,Online,65 and over,Male,Buying and selling scams,$150.00,1
2025-08-01,Tasmania,Online,18 - 24,Male,Buying and selling scams,$190.00,1
2025-03-01,Tasmania,Online,25 - 34,Female,Buying and selling scams,$82.94,1
2025-03-01,Tasmania,Online,35 - 44,Female,Buying and selling scams,$651.27,3
2025-11-01,Tasmania,Online,25 - 34,Female,Buying and selling scams,$531.03,2
2025-11-01,Tasmania,Online,65 and over,Female,Buying and selling scams,$300.98,2
2025-05-01,Tasmania,Online,35 - 44,Female,Buying and selling scams,$380.80,2
2025-09-01,Tasmania,Online,25 - 34,Female,Buying and selling scams,$326.00,2
2025-06-01,Tasmania,Online,35 - 44,Female,Buying and selling scams,$893.57,4
2025-02-01,Tasmania,Online,35 - 44,Female,Buying and selling scams,$747.54,3
2025-06-01,Tasmania,Online,25 - 34,Female,Buying and selling scams,$785.25,3
2025-10-01,Tasmania,Online,55 - 64,Female,Buying and selling scams,$120.00,1
2025-01-01,Tasmania,Online,35 - 44,Female,Buying and selling scams,$6284.28,4
2025-01-01,Tasmania,Online,25 - 34,Female,Buying and selling scams,$1539.90,3
2025-04-01,Tasmania,Online,Unspecified,Female,Buying and selling scams,$2118.69,3
2025-10-01,Tasmania,Online,Under 18,Female,Buying and selling scams,$270.00,1
2025-04-01,Tasmania,Online,25 - 34,Female,Buying and selling scams,$225.00,1
2025-09-01,Tasmania,Online,Unspecified,Female,Buying and selling scams,$280.00,1
2025-01-01,Tasmania,Online,65 and over,Female,Buying and selling scams,$176.80,2
2025-07-01,Tasmania,Online,65 and over,Female,Buying and selling scams,$781.06,4
2025-06-01,Tasmania,Online,45 - 54,Female,Buying and selling scams,$603.97,3
2025-02-01,Tasmania,Online,18 - 24,Female,Buying and selling scams,$125.00,1
2025-07-01,Tasmania,Online,18 - 24,Female,Buying and selling scams,$122.57,1
2025-06-01,Tasmania,Online,65 and over,Female,Buying and selling scams,$73.11,1
2025-03-01,Tasmania,Online,Unspecified,Female,Buying and selling scams,$159.41,2
2025-09-01,Tasmania,Online,Under 18,Female,Buying and selling scams,$25.00,1
2025-11-01,Tasmania,Online,45 - 54,Female,Buying and selling scams,$332.33,2
2025-02-01,Tasmania,Online,25 - 34,Female,Buying and selling scams,$40.00,1
2025-05-01,Tasmania,Online,65 and over,Female,Buying and selling scams,$277.80,1
2025-04-01,Tasmania,Online,65 and over,Female,Buying and selling scams,$123.00,1
2025-07-01,Tasmania,Online,55 - 64,Female,Buying and selling scams,$150.11,1
2025-01-01,Tasmania,Online,Unspecified,Female,Buying and selling scams,$35.00,1
2025-05-01,Tasmania,Online,25 - 34,Female,Buying and selling scams,$260.00,1
2025-06-01,Tasmania,Online,18 - 24,Female,Buying and selling scams,$480.00,1
2025-10-01,Northern Territory,Online,Under 18,Female,Buying and selling scams,$89.27,1
2025-10-01,Northern Territory,Online,35 - 44,Male,Buying and selling scams,$690.00,3
2025-09-01,Northern Territory,Online,55 - 64,Female,Buying and selling scams,$355.02,3
2025-06-01,Northern Territory,Online,45 - 54,Female,Buying and selling scams,$1550.00,1
2025-11-01,Northern Territory,Online,25 - 34,Male,Buying and selling scams,$50.00,1
2025-01-01,Northern Territory,Online,25 - 34,Female,Buying and selling scams,$279.99,2
2025-08-01,Northern Territory,Online,Unspecified,Male,Buying and selling scams,$3965.01,3
2025-03-01,Northern Territory,Online,45 - 54,Male,Buying and selling scams,$663.00,2
2025-07-01,Northern Territory,Online,45 - 54,Male,Buying and selling scams,$1500.00,2
2025-07-01,Northern Territory,Online,25 - 34,Female,Buying and selling scams,$335.90,2
2025-04-01,Northern Territory,Online,65 and over,Male,Buying and selling scams,$195.00,1
2025-01-01,Northern Territory,Online,Unspecified,Female,Buying and selling scams,$257.00,1
2025-09-01,Northern Territory,Online,45 - 54,Female,Buying and selling scams,$477.33,2
2025-03-01,Northern Territory,Online,35 - 44,Female,Buying and selling scams,$3108.00,2
2025-11-01,Northern Territory,Online,45 - 54,Female,Buying and selling scams,$225.00,2
2025-06-01,Northern Territory,Online,25 - 34,Female,Buying and selling scams,$150.00,1
2025-04-01,Northern Territory,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$420.09,1
2025-11-01,Northern Territory,Online,Unspecified,Male,Buying and selling scams,$14.65,1
2025-04-01,Northern Territory,Online,35 - 44,Female,Buying and selling scams,$1022.90,2
2025-10-01,Northern Territory,Online,45 - 54,Female,Buying and selling scams,$6600.00,2
2025-07-01,Northern Territory,Online,25 - 34,Male,Buying and selling scams,$202.85,1
2025-09-01,Northern Territory,Online,25 - 34,Female,Buying and selling scams,$235.00,2
2025-10-01,Northern Territory,Online,25 - 34,Female,Buying and selling scams,$131.71,1
2025-02-01,Northern Territory,Online,45 - 54,Male,Buying and selling scams,$100.00,1
2025-01-01,Northern Territory,Online,18 - 24,Male,Buying and selling scams,$100.00,1
2025-10-01,Northern Territory,Online,45 - 54,Male,Buying and selling scams,$475.00,1
2025-09-01,Northern Territory,Online,45 - 54,Male,Buying and selling scams,$100.00,1
2025-07-01,Northern Territory,Online,Unspecified,Male,Buying and selling scams,$141.80,1
2025-06-01,Northern Territory,Online,35 - 44,Female,Buying and selling scams,$568.89,2
2025-01-01,Northern Territory,Online,35 - 44,Female,Buying and selling scams,$50.00,1
2025-05-01,Northern Territory,Online,18 - 24,Male,Buying and selling scams,$3500.00,1
2025-03-01,Northern Territory,Online,Under 18,Male,Buying and selling scams,$102.00,1
2025-02-01,Northern Territory,Online,55 - 64,Female,Buying and selling scams,$407.49,1
2025-07-01,Northern Territory,Online,18 - 24,Female,Buying and selling scams,$599.00,1
2025-02-01,Northern Territory,Online,65 and over,Male,Buying and selling scams,$1000.00,1
2025-09-01,Northern Territory,Online,Unspecified,Female,Buying and selling scams,$6050.00,2
2025-02-01,Northern Territory,Online,55 - 64,Male,Buying and selling scams,$1500.00,1
2025-11-01,Northern Territory,Online,65 and over,Male,Buying and selling scams,$69.99,1
2025-03-01,Northern Territory,Online,65 and over,Female,Buying and selling scams,$90.60,1
2025-08-01,Northern Territory,Online,45 - 54,Female,Buying and selling scams,$230.00,1
2025-08-01,Northern Territory,Online,45 - 54,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$141.43,1
2025-11-01,Northern Territory,Online,65 and over,Female,Buying and selling scams,$52.37,1
2025-11-01,Northern Territory,Online,Under 18,Male,Buying and selling scams,$1400.00,1
2025-04-01,Northern Territory,Online,55 - 64,Female,Buying and selling scams,$87.00,1
2025-11-01,Northern Territory,Online,55 - 64,Male,Buying and selling scams,$150.00,1
2025-05-01,Northern Territory,Online,25 - 34,Female,Buying and selling scams,$120.00,1
2025-08-01,Northern Territory,Online,Unspecified,Female,Buying and selling scams,$310.00,2
2025-06-01,Northern Territory,Online,55 - 64,Male,Buying and selling scams,$129.00,1
2025-09-01,Victoria,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$94.90,1
2025-03-01,Western Australia,Email,18 - 24,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$133.93,1
2025-10-01,Western Australia,Email,35 - 44,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$1087.57,2
2025-07-01,Victoria,Email,25 - 34,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$4000.00,1
2025-09-01,Victoria,Email,35 - 44,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$8000.00,1
2025-01-01,New South Wales,Email,65 and over,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$522.10,1
2025-08-01,Australian Capital Territory,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$24000.00,1
2025-06-01,New South Wales,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$415.85,2
2025-05-01,Victoria,Email,35 - 44,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$25.00,1
2025-01-01,Queensland,Email,25 - 34,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$279.96,1
2025-10-01,South Australia,Email,18 - 24,Male,Buying and selling scams,$475.37,1
2025-11-01,Australian Capital Territory,Email,55 - 64,Male,Buying and selling scams,$900.00,2
2025-11-01,Outside of Australia,Email,25 - 34,Male,Buying and selling scams,$1000.00,1
2025-11-01,South Australia,Email,Under 18,Male,Buying and selling scams,$40.00,1
2025-09-01,Outside of Australia,Email,Under 18,Male,Buying and selling scams,$193.59,1
2025-03-01,Outside of Australia,Email,55 - 64,Male,Buying and selling scams,$832.00,1
2025-11-01,Australian Capital Territory,Email,45 - 54,Male,Buying and selling scams,$718.00,1
2025-02-01,Tasmania,Email,Unspecified,Male,Buying and selling scams,$2300.00,1
2025-03-01,Outside of Australia,Email,25 - 34,Male,Buying and selling scams,$94727.00,2
2025-01-01,Australian Capital Territory,Email,35 - 44,Male,Buying and selling scams,$1321.54,1
2025-01-01,Tasmania,Email,25 - 34,Male,Buying and selling scams,$450.00,1
2025-01-01,Australian Capital Territory,Email,18 - 24,Male,Buying and selling scams,$1393.80,1
2025-04-01,Northern Territory,Email,65 and over,Male,Buying and selling scams,$100.00,1
2025-05-01,Australian Capital Territory,Email,25 - 34,Male,Buying and selling scams,$2967.00,2
2025-10-01,Australian Capital Territory,Email,25 - 34,Male,Buying and selling scams,$2892.20,1
2025-03-01,Tasmania,Email,55 - 64,Male,Buying and selling scams,$85.00,1
2025-09-01,Australian Capital Territory,Email,35 - 44,Male,Buying and selling scams,$96.90,1
2025-02-01,Tasmania,Email,35 - 44,Male,Buying and selling scams,$3109.00,1
2025-09-01,South Australia,Email,25 - 34,Male,Buying and selling scams,$300.83,1
2025-03-01,Tasmania,Email,25 - 34,Male,Buying and selling scams,$499.00,1
2025-06-01,South Australia,Email,25 - 34,Male,Buying and selling scams,$1150.00,1
2025-08-01,Tasmania,Email,18 - 24,Male,Buying and selling scams,$161.21,1
2025-05-01,Outside of Australia,Email,18 - 24,Male,Buying and selling scams,$3907.47,1
2025-07-01,Tasmania,Email,35 - 44,Male,Buying and selling scams,$219.88,1
2025-08-01,Outside of Australia,Email,18 - 24,Male,Buying and selling scams,$35.00,1
2025-04-01,Outside of Australia,Email,45 - 54,Male,Buying and selling scams,$35.00,1
2025-04-01,Northern Territory,Email,Unspecified,Male,Buying and selling scams,$220.00,1
2025-05-01,Northern Territory,Email,25 - 34,Male,Buying and selling scams,$5145.00,1
2025-11-01,Australian Capital Territory,Email,35 - 44,Male,Buying and selling scams,$134.44,1
2025-05-01,Outside of Australia,Email,35 - 44,Male,Buying and selling scams,$4431.80,1
2025-07-01,Australian Capital Territory,Email,25 - 34,Male,Buying and selling scams,$155.19,1
2025-04-01,Northern Territory,Email,25 - 34,Male,Buying and selling scams,$2960.00,1
2025-09-01,Outside of Australia,Email,45 - 54,Male,Buying and selling scams,$12490.10,1
2025-05-01,Australian Capital Territory,Email,18 - 24,Male,Buying and selling scams,$4970.00,1
2025-04-01,Tasmania,Email,18 - 24,Male,Buying and selling scams,$227.74,1
2025-01-01,Australian Capital Territory,Email,45 - 54,Male,Buying and selling scams,$183.20,1
2025-11-01,South Australia,Email,25 - 34,Male,Buying and selling scams,$139.00,1
2025-10-01,South Australia,Email,25 - 34,Male,Buying and selling scams,$725.00,1
2025-02-01,South Australia,Email,Under 18,Male,Buying and selling scams,$49.00,1
2025-06-01,Outside of Australia,Email,65 and over,Male,Buying and selling scams,$101.92,1
2025-10-01,Australian Capital Territory,Email,35 - 44,Male,Buying and selling scams,$163.11,1
2025-03-01,Tasmania,Email,45 - 54,Male,Buying and selling scams,$75.40,1
2025-04-01,Outside of Australia,Email,Under 18,Male,Buying and selling scams,$10.00,1
2025-10-01,Australian Capital Territory,Email,Under 18,Male,Buying and selling scams,$316.10,1
2025-02-01,South Australia,Email,45 - 54,Male,Buying and selling scams,$496.30,2
2025-11-01,Australian Capital Territory,Email,18 - 24,Male,Buying and selling scams,$566.00,1
2025-02-01,Northern Territory,Email,35 - 44,Male,Buying and selling scams,$50.00,1
2025-10-01,Outside of Australia,Email,45 - 54,Male,Buying and selling scams,$653.00,1
2025-08-01,Outside of Australia,Email,25 - 34,Male,Buying and selling scams,$229.00,1
2025-02-01,Australian Capital Territory,Email,45 - 54,Male,Buying and selling scams,$700.00,1
2025-06-01,Northern Territory,Email,35 - 44,Male,Buying and selling scams,$189.91,1
2025-10-01,Western Australia,Email,35 - 44,Male,Buying and selling scams,$9511.90,4
2025-11-01,Western Australia,Email,18 - 24,Male,Buying and selling scams,$500.00,1
2025-03-01,Western Australia,Email,35 - 44,Male,Buying and selling scams,$475.00,1
2025-03-01,Western Australia,Email,18 - 24,Male,Buying and selling scams,$640.00,1
2025-11-01,Western Australia,Email,Under 18,Male,Buying and selling scams,$500.00,1
2025-10-01,Western Australia,Email,Under 18,Male,Buying and selling scams,$365.98,1
2025-08-01,Victoria,Email,18 - 24,Male,Buying and selling scams,$677.12,2
2025-09-01,Victoria,Email,Under 18,Male,Buying and selling scams,$10.00,1
2025-05-01,Victoria,Email,Under 18,Male,Buying and selling scams,$259.71,1
2025-02-01,Victoria,Email,Under 18,Male,Buying and selling scams,$285.00,1
2025-09-01,Queensland,Email,35 - 44,Male,Buying and selling scams,$8342.46,7
2025-01-01,Queensland,Email,Under 18,Male,Buying and selling scams,$132.00,1
2025-03-01,Queensland,Email,18 - 24,Male,Buying and selling scams,$556.73,2
2025-08-01,Queensland,Email,Under 18,Male,Buying and selling scams,$99.00,1
2025-02-01,New South Wales,Email,Under 18,Male,Buying and selling scams,$1270.00,1
2025-08-01,New South Wales,Email,Under 18,Male,Buying and selling scams,$76.78,1
2025-03-01,Victoria,Email,Under 18,Female,Buying and selling scams,$621.00,1
2025-09-01,Victoria,Email,18 - 24,Female,Buying and selling scams,$552.00,2
2025-10-01,Victoria,Email,Under 18,Female,Buying and selling scams,$33.38,1
2025-07-01,Victoria,Email,Under 18,Female,Buying and selling scams,$113.90,2
2025-06-01,Victoria,Email,18 - 24,Female,Buying and selling scams,$136.00,1
2025-09-01,Western Australia,Email,45 - 54,Female,Buying and selling scams,$523.70,3
2025-06-01,Western Australia,Email,35 - 44,Female,Buying and selling scams,$859.95,3
2025-02-01,Western Australia,Email,18 - 24,Female,Buying and selling scams,$2442.46,3
2025-10-01,Western Australia,Email,Under 18,Female,Buying and selling scams,$50.00,1
2025-11-01,Western Australia,Email,18 - 24,Female,Buying and selling scams,$230.00,1
2025-06-01,Western Australia,Email,18 - 24,Female,Buying and selling scams,$200.00,1
2025-08-01,Western Australia,Email,18 - 24,Female,Buying and selling scams,$250.00,1
2025-01-01,Western Australia,Email,18 - 24,Female,Buying and selling scams,$4000.00,1
2025-08-01,South Australia,Email,25 - 34,Female,Buying and selling scams,$64.24,1
2025-03-01,South Australia,Email,25 - 34,Female,Buying and selling scams,$404.00,1
2025-04-01,South Australia,Email,Under 18,Female,Buying and selling scams,$153.75,1
2025-02-01,South Australia,Email,Under 18,Female,Buying and selling scams,$1000.00,1
2025-06-01,South Australia,Email,18 - 24,Female,Buying and selling scams,$309.37,3
2025-01-01,South Australia,Email,18 - 24,Female,Buying and selling scams,$284.00,1
2025-02-01,Australian Capital Territory,Email,35 - 44,Female,Buying and selling scams,$471.01,1
2025-06-01,Outside of Australia,Email,45 - 54,Female,Buying and selling scams,$1000.00,1
2025-09-01,Tasmania,Email,25 - 34,Female,Buying and selling scams,$139.95,1
